,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Fold
1629,19.85,39.7,50.0,5.0,22.0,Yes,No,Flat
1630,19.85,39.7,50.0,5.0,22.0,Yes,No,Flat
1631,19.85,39.7,50.0,5.0,22.0,Yes,No,Flat
1632,19.85,39.7,50.0,5.0,22.0,Yes,No,Flat
1633,19.85,39.7,50.0,5.0,22.0,Yes,No,Flat
1634,19.85,39.7,50.0,5.0,22.0,Yes,No,Flat
1635,19.95,19.95,0.0,,,No,No,Flat
1636,19.85,39.7,50.0,5.0,22.0,Yes,No,Flat
1637,14.99,14.99,0.0,4.8205,60.0,No,No,Flat
1638,19.5,19.5,0.0,5.0,439.0,Yes,No,Flat
1639,3.5,3.5,0.0,4.9651,144.0,No,No,Flat
1640,20.72,20.72,0.0,4.9643,108.0,Yes,No,Flat
1641,20.74,20.74,0.0,4.7222,19.0,Yes,No,Flat
1642,10.2,12.0,15.0,4.9553,6694.0,Yes,No,Flat
1643,12.0,12.0,0.0,4.92,4428.0,Yes,No,Flat
1644,15.96,15.96,0.0,5.0,17.0,Yes,No,Flat
1645,7.1,7.1,0.0,4.9008,4825.0,No,No,Flat
1646,16.59,16.59,0.0,5.0,197.0,Yes,No,Flat
1647,6.99,9.99,30.0,4.9219,1342.0,No,No,Flat
1648,20.0,20.0,0.0,4.9286,1101.0,Yes,No,Flat
1649,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
1650,3.75,3.75,0.0,4.7321,295.0,Yes,No,Flat
1651,2.99,2.99,0.0,4.8634,742.0,No,No,Flat
1652,9.84,12.3,20.0,4.9527,1151.0,No,No,Flat
1653,11.97,11.97,0.0,4.9194,604.0,No,No,Flat
1654,11.99,11.99,0.0,5.0,241.0,No,No,Flat
1655,16.0,16.0,0.0,4.9412,946.0,Yes,No,Flat
1656,24.22,28.5,15.0,4.9762,72.0,No,No,Flat
1657,5.25,5.25,0.0,4.9886,92.0,Yes,No,Flat
1658,124.22,124.22,0.0,5.0,21.0,No,No,Flat
1659,1.5,1.5,0.0,,,No,No,Flat
1660,16.15,16.15,0.0,4.8659,448.0,Yes,No,Flat
1661,61.88,61.88,0.0,4.9512,1307.0,Yes,No,Flat
1662,1.8,3.0,40.0,4.8824,17.0,Yes,No,Flat
1663,11.0,11.0,0.0,4.9762,67.0,Yes,No,Flat
1664,15.0,15.0,0.0,4.9706,61.0,Yes,No,Flat
1665,9.0,9.0,0.0,4.9405,1807.0,No,No,Flat
1666,9.99,9.99,0.0,4.9279,4173.0,No,No,Flat
1667,6.99,9.99,30.0,4.9219,1342.0,No,No,Flat
1668,5.95,7.0,15.0,4.9068,377.0,No,No,Flat
1669,3.75,3.75,0.0,4.7321,295.0,Yes,No,Flat
1670,4.5,4.5,0.0,4.7321,295.0,Yes,No,Flat
1671,21.75,21.75,0.0,5.0,439.0,Yes,No,Flat
1672,14.0,14.0,0.0,4.9619,1228.0,Yes,No,Flat
1673,1.27,1.5,15.0,4.942,334.0,Yes,No,Flat
1674,10.0,10.0,0.0,4.984,3128.0,No,No,Flat
1675,5.99,9.99,40.0,4.9298,1221.0,No,No,Flat
1676,8.0,8.0,0.0,4.9848,85.0,No,No,Flat
1677,11.97,11.97,0.0,4.5556,911.0,Yes,No,Flat
1678,9.99,9.99,0.0,4.985,1887.0,No,No,Flat
1679,15.0,15.0,0.0,4.9706,61.0,Yes,No,Flat
1680,14.44,16.99,15.0,4.8951,3752.0,No,No,Flat
1681,10.0,10.0,0.0,5.0,466.0,No,No,Flat
1682,6.99,9.99,30.0,4.9219,1342.0,No,No,Flat
1683,34.97,34.97,0.0,4.7667,1767.0,Yes,No,Flat
1684,4.4,4.4,0.0,5.0,200.0,Yes,No,Flat
1685,5.58,5.58,0.0,4.9194,604.0,No,No,Flat
1686,12.0,12.0,0.0,5.0,1615.0,Yes,No,Flat
1687,6.5,6.5,0.0,5.0,3.0,No,No,Flat
1688,2.99,2.99,0.0,4.7059,241.0,No,No,Flat
1689,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
1690,8.5,8.5,0.0,4.9811,1670.0,Yes,No,Flat
1691,9.97,9.97,0.0,5.0,186.0,Yes,No,Flat
1692,60.0,60.0,0.0,4.9753,1921.0,Yes,No,Flat
1693,9.99,9.99,0.0,5.0,466.0,No,No,Flat
1694,16.0,16.0,0.0,4.7544,118.0,No,No,Flat
1695,23.93,23.93,0.0,4.9194,604.0,No,No,Flat
1696,5.81,9.69,40.0,4.9444,145.0,No,No,Flat
1697,23.93,23.93,0.0,4.9194,604.0,No,No,Flat
1698,3.65,3.65,0.0,4.7059,241.0,No,No,Flat
1699,25.0,25.0,0.0,,,Yes,No,Flat
1700,25.0,25.0,0.0,,,Yes,No,Flat
1701,13.14,16.42,20.0,5.0,816.0,Yes,No,Flat
1702,2.25,2.25,0.0,5.0,948.0,No,No,Flat
1703,7.64,8.99,15.0,4.8951,3752.0,No,No,Flat
1704,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
1705,14.0,17.5,20.0,4.9502,2015.0,No,No,Flat
1706,12.0,12.0,0.0,5.0,411.0,Yes,No,Flat
1707,14.0,14.0,0.0,5.0,1599.0,Yes,No,Flat
1708,5.58,9.3,40.0,4.925,6575.0,No,No,Flat
1709,9.99,9.99,0.0,4.985,1887.0,No,Yes,Flat
1710,8.38,11.97,30.0,4.9717,2089.0,No,No,Flat
1711,15.0,15.0,0.0,5.0,268.0,Yes,No,Flat
1712,5.0,5.0,0.0,4.9028,86.0,Yes,No,Flat
1713,2.1,3.0,30.0,4.9574,13988.0,Yes,No,Flat
1714,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
1715,10.39,12.99,20.0,4.9579,690.0,No,No,Flat
1716,1.25,1.25,0.0,5.0,498.0,Yes,No,Flat
1717,25.0,25.0,0.0,,,Yes,No,Flat
1718,25.0,25.0,0.0,,,Yes,No,Flat
1719,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
1720,25.0,25.0,0.0,,,Yes,No,Flat
1721,7.1,7.1,0.0,4.9008,4825.0,No,No,Flat
1722,25.0,25.0,0.0,,,Yes,No,Flat
1723,25.0,25.0,0.0,,,Yes,No,Flat
1724,2.5,2.5,0.0,,,No,No,Flat
1725,9.9,9.9,0.0,4.2319,1612.0,Yes,No,Flat
1726,7.0,7.0,0.0,4.9535,780.0,No,No,Flat
1727,7.05,7.05,0.0,4.8919999999999995,601.0,Yes,No,Flat
1728,15.39,21.99,30.0,4.869,378.0,No,No,Flat
1729,10.05,10.05,0.0,4.963,388.0,No,No,Flat
1730,8.99,8.99,0.0,4.985,1887.0,No,Yes,Flat
1731,7.99,9.99,20.0,5.0,113.0,No,No,Flat
1732,142.0,142.0,0.0,5.0,10.0,Yes,No,Flat
1733,5.99,9.99,40.0,4.9298,1221.0,No,No,Flat
1734,19.95,19.95,0.0,4.9194,604.0,No,No,Flat
1735,7.5,7.5,0.0,5.0,519.0,Yes,No,Flat
