,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Fold
8094,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8095,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8096,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8097,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8098,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8099,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8100,10.29,10.29,0.0,4.9258,8391.0,Yes,No,Flat
8101,7.22,7.22,0.0,4.9906,498.0,No,No,Flat
8102,25.98,25.98,0.0,4.9846,1151.0,Yes,No,Flat
8103,20.0,20.0,0.0,4.9286,1101.0,Yes,No,Flat
8104,22.34,22.34,0.0,5.0,96.0,No,No,Flat
8105,550.0,550.0,0.0,4.9815,132.0,Yes,No,Flat
8106,10.5,10.5,0.0,4.9505,1623.0,No,No,Flat
8107,9.99,9.99,0.0,,,No,No,Flat
8108,25.0,25.0,0.0,5.0,95.0,No,No,Flat
8109,14.0,17.5,20.0,4.9502,2015.0,No,No,Flat
8110,9.0,9.0,0.0,4.9725,3348.0,No,No,Flat
8111,6.75,6.75,0.0,4.7647,675.0,Yes,No,Flat
8112,9.0,9.0,0.0,4.9725,3348.0,No,No,Flat
8113,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8114,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8115,5.5,5.5,0.0,4.7568,167.0,No,No,Flat
8116,55.0,55.0,0.0,4.9265,315.0,Yes,No,Flat
8117,1.95,1.95,0.0,5.0,48.0,No,No,Flat
8118,4.98,4.98,0.0,5.0,1.0,No,No,Flat
8119,2.0,2.0,0.0,5.0,4.0,Yes,No,Flat
8120,2.97,2.97,0.0,4.7613,1320.0,No,No,Flat
8121,27.92,27.92,0.0,5.0,14.0,No,No,Flat
8122,58.08,58.08,0.0,5.0,33.0,No,No,Flat
8123,9.0,15.0,40.0,4.925,6575.0,No,No,Flat
8124,4.98,4.98,0.0,5.0,1.0,No,No,Flat
8125,15.0,15.0,0.0,5.0,8.0,Yes,No,Flat
8126,18.24,18.24,0.0,5.0,5.0,No,No,Flat
8127,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8128,7.1,7.1,0.0,4.9008,4825.0,No,No,Flat
8129,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8130,9.54,9.54,0.0,5.0,1.0,No,No,Flat
8131,9.77,11.5,15.0,4.8791,465.0,No,No,Flat
8132,6.3,7.0,10.0,4.8972,132.0,No,No,Flat
8133,17.0,17.0,0.0,5.0,428.0,No,No,Flat
8134,7.0,10.0,30.0,4.9505,4588.0,No,No,Flat
8135,7.99,7.99,0.0,4.9512,49.0,Yes,No,Flat
8136,10.77,10.77,0.0,4.963,388.0,No,No,Flat
8137,15.0,15.0,0.0,4.9439,107.0,No,No,Flat
8138,99.0,99.0,0.0,5.0,21.0,Yes,No,Flat
8139,6.22,6.22,0.0,4.96,454.0,No,No,Flat
8140,15.0,15.0,0.0,4.9439,107.0,No,No,Flat
8141,5.4,9.0,40.0,4.8966,201.0,No,No,Flat
8142,5.59,7.99,30.0,4.8833,1722.0,No,No,Flat
8143,19.5,19.5,0.0,4.9619,185.0,Yes,No,Flat
8144,0.8,0.8,0.0,4.9593,1459.0,Yes,No,Flat
8145,7.99,7.99,0.0,4.9565,467.0,No,No,Flat
8146,24.99,24.99,0.0,5.0,466.0,No,No,Flat
8147,5.0,10.0,50.0,4.7692,216.0,No,No,Flat
8148,9.59,15.99,40.0,4.8958,1198.0,No,No,Flat
8149,13.04,18.63,30.0,4.9527,1151.0,No,No,Flat
8150,22.52,26.5,15.0,4.9762,72.0,No,No,Flat
8151,16.2,23.14,30.0,4.9717,2089.0,No,No,Flat
8152,15.98,15.98,0.0,4.9846,1151.0,Yes,No,Flat
8153,0.18,0.2,10.0,4.9617,5169.0,No,No,Flat
8154,2.75,2.75,0.0,4.7321,295.0,Yes,No,Flat
8155,50.0,50.0,0.0,4.9444,456.0,Yes,No,Flat
8156,1.5,1.5,0.0,4.7321,295.0,Yes,No,Flat
8157,16.99,16.99,0.0,4.985,1887.0,No,No,Flat
8158,15.0,15.0,0.0,4.4444,49.0,No,No,Flat
8159,150.0,150.0,0.0,5.0,57.0,No,No,Flat
8160,7.28,12.13,40.0,4.9518,5743.0,No,No,Flat
8161,18.0,18.0,0.0,2.0,65.0,Yes,No,Flat
8162,13.5,15.0,10.0,4.9987,1611.0,Yes,No,Flat
8163,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8164,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8165,8.49,9.99,15.0,5.0,21.0,No,No,Flat
8166,2.15,2.15,0.0,4.9565,46.0,No,No,Flat
8167,11.03,11.03,0.0,5.0,103.0,Yes,No,Flat
8168,8.49,9.99,15.0,5.0,21.0,No,No,Flat
8169,15.0,15.0,0.0,4.4444,49.0,No,No,Flat
8170,8.49,9.99,15.0,5.0,21.0,No,No,Flat
8171,5.99,9.98,40.0,4.9302,4173.0,No,No,Flat
8172,0.78,0.86,9.0,4.9737,2463.0,No,No,Flat
8173,8.0,8.0,0.0,,,No,No,Flat
8174,12.0,12.0,0.0,4.9292,3044.0,No,No,Flat
8175,8.49,9.99,15.0,5.0,21.0,No,No,Flat
8176,12.0,12.0,0.0,4.9292,3044.0,No,No,Flat
8177,12.0,12.0,0.0,4.9292,3044.0,No,No,Flat
8178,8.3,8.3,0.0,5.0,270.0,Yes,No,Flat
8179,8.99,8.99,0.0,5.0,152.0,Yes,No,Flat
8180,15.0,15.0,0.0,4.4444,49.0,No,No,Flat
8181,117.5,117.5,0.0,4.9286,1101.0,Yes,No,Flat
8182,15.0,15.0,0.0,,,No,No,Flat
8183,9.69,11.4,15.0,5.0,415.0,No,No,Flat
8184,6.0,6.0,0.0,5.0,269.0,Yes,No,Flat
8185,6.0,6.0,0.0,5.0,269.0,Yes,No,Flat
8186,1.75,1.75,0.0,4.9574,6270.0,Yes,No,Flat
8187,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8188,6.87,8.59,20.0,5.0,4.0,No,No,Flat
8189,11.51,14.39,20.0,5.0,4.0,No,No,Flat
8190,8.09,8.99,10.0,4.9595,92.0,No,No,Flat
8191,11.51,14.39,20.0,5.0,4.0,No,No,Flat
8192,8.09,8.99,10.0,4.9595,92.0,No,No,Flat
8193,25.09,31.36,20.0,5.0,4.0,No,No,Flat
8194,9.57,11.97,20.0,4.9194,604.0,No,No,Flat
8195,8.8,11.0,20.0,4.9322,60.0,No,No,Flat
8196,9.99,9.99,0.0,4.9895,1148.0,No,No,Flat
8197,10.43,11.59,10.0,4.9431,360.0,No,No,Flat
8198,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8199,10.84,12.75,15.0,4.9358,196.0,No,No,Flat
8200,15.0,15.0,0.0,,,Yes,No,Flat
8201,7.2,9.0,20.0,4.96,354.0,No,No,Flat
8202,10.84,12.75,15.0,4.9358,196.0,No,No,Flat
8203,10.84,12.75,15.0,4.9358,196.0,No,No,Flat
8204,10.84,12.75,15.0,4.9358,196.0,No,No,Flat
8205,34.95,34.95,0.0,4.992,678.0,Yes,No,Flat
8206,7.82,11.17,30.0,4.9717,2089.0,No,No,Flat
8207,16.79,23.99,30.0,4.9219,1342.0,No,No,Flat
8208,285.0,285.0,0.0,5.0,22.0,Yes,No,Flat
8209,1.0,1.0,0.0,5.0,22.0,Yes,No,Flat
8210,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8211,330.0,330.0,0.0,5.0,22.0,Yes,No,Flat
8212,2.85,2.85,0.0,4.7059,241.0,No,No,Flat
8213,6.46,7.18,10.0,5.0,2.0,Yes,No,Flat
8214,8.99,9.99,10.0,4.9605,85.0,No,No,Flat
8215,2.85,2.85,0.0,4.7059,241.0,No,No,Flat
8216,6.99,6.99,0.0,,,No,No,Flat
8217,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8218,6.0,8.0,25.0,4.97,4529.0,No,No,Flat
8219,8.4,8.4,0.0,4.9635,167.0,No,No,Flat
8220,5.81,5.81,0.0,5.0,36.0,Yes,No,Flat
8221,7.6,8.94,15.0,4.925,55.0,No,No,Flat
8222,0.77,0.77,0.0,4.887,3028.0,Yes,No,Flat
8223,22.95,22.95,0.0,4.7667,1767.0,Yes,No,Flat
8224,9.5,9.5,0.0,5.0,132.0,No,No,Flat
8225,22.0,22.0,0.0,4.887,3028.0,Yes,No,Flat
8226,2.5,2.5,0.0,,,Yes,No,Flat
8227,12.0,12.0,0.0,5.0,19.0,No,No,Flat
8228,7.1,7.1,0.0,4.9008,4825.0,No,No,Flat
8229,0.72,0.72,0.0,4.9311,1321.0,Yes,No,Flat
8230,7.99,9.99,20.0,4.9574,227.0,No,No,Flat
8231,10.0,10.0,0.0,4.9667,30.0,Yes,No,Flat
8232,7.99,9.99,20.0,4.9574,227.0,No,No,Flat
8233,10.49,14.99,30.0,4.9451,2013.0,No,No,Flat
8234,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8235,12.99,12.99,0.0,4.9091,633.0,Yes,No,Flat
8236,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8237,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8238,157.89,157.89,0.0,5.0,13.0,Yes,No,Flat
8239,1.75,1.75,0.0,4.9574,6270.0,Yes,No,Flat
8240,6.25,6.25,0.0,5.0,535.0,Yes,No,Flat
8241,7.0,7.0,0.0,4.8831,1181.0,No,No,Flat
8242,7.0,10.0,30.0,4.9505,4588.0,No,No,Flat
8243,5.0,5.0,0.0,4.9091,30.0,No,No,Flat
8244,4.87,6.5,25.0,4.7647,17.0,No,No,Flat
8245,16.59,16.59,0.0,4.9167,49.0,Yes,No,Flat
8246,5.71,5.71,0.0,,,Yes,No,Flat
8247,5.39,8.99,40.0,4.9366,5008.0,No,No,Flat
8248,8.38,11.97,30.0,4.9717,2089.0,No,No,Flat
8249,7.0,7.0,0.0,5.0,40.0,Yes,No,Flat
8250,6.0,6.0,0.0,5.0,40.0,Yes,No,Flat
8251,15.0,15.0,0.0,4.4444,49.0,No,No,Flat
8252,12.0,12.0,0.0,4.9762,67.0,Yes,No,Flat
8253,7.26,10.37,30.0,4.9717,2089.0,No,No,Flat
8254,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8255,7.16,7.16,0.0,4.9,5528.0,No,No,Flat
8256,15.0,15.0,0.0,5.0,24.0,No,No,Flat
8257,10.0,10.0,0.0,4.9322,322.0,Yes,No,Flat
8258,4.75,4.75,0.0,,,Yes,No,Flat
8259,7.99,7.99,0.0,5.0,192.0,No,No,Flat
8260,7.0,7.0,0.0,4.9321,5135.0,No,No,Flat
8261,12.5,12.5,0.0,4.8571,132.0,No,No,Flat
8262,20.0,20.0,0.0,4.8824,172.0,Yes,No,Flat
8263,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8264,8.95,8.95,0.0,4.9,25.0,No,No,Flat
8265,6.5,6.5,0.0,4.9425,911.0,No,No,Flat
8266,8.38,11.97,30.0,4.9717,2089.0,No,No,Flat
8267,7.0,7.0,0.0,4.9787,1036.0,No,No,Flat
8268,2.95,2.95,0.0,5.0,515.0,No,No,Flat
8269,3.3,3.3,0.0,5.0,97.0,Yes,No,Flat
8270,7.95,9.94,20.0,4.962,1814.0,No,No,Flat
8271,6.3,7.0,10.0,4.8972,132.0,No,No,Flat
8272,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8273,8.38,11.97,30.0,4.9717,2089.0,No,No,Flat
8274,10.8,10.8,0.0,4.9405,1807.0,Yes,No,Flat
8275,12.0,12.0,0.0,4.9714,654.0,No,No,Flat
8276,12.5,12.5,0.0,4.8571,132.0,No,No,Flat
8277,10.0,10.0,0.0,4.4444,49.0,No,No,Flat
8278,1.29,1.29,0.0,4.872,2102.0,No,No,Flat
8279,1.29,1.29,0.0,4.872,2102.0,No,No,Flat
8280,5.59,7.99,30.0,4.8833,1722.0,No,No,Flat
8281,0.36,0.36,0.0,4.9386,307.0,Yes,No,Flat
8282,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8283,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8284,2.4,8.0,70.0,4.9315,319.0,No,No,Flat
8285,12.0,12.0,0.0,4.9636,218.0,No,No,Flat
8286,15.96,15.96,0.0,4.8585,1259.0,No,No,Flat
8287,8.0,8.0,0.0,5.0,335.0,No,No,Flat
8288,2.15,2.15,0.0,5.0,11.0,No,No,Flat
8289,9.0,15.0,40.0,4.925,6575.0,No,No,Flat
8290,1.09,1.09,0.0,5.0,18.0,No,No,Flat
8291,13.99,19.99,30.0,4.9949,242.0,No,No,Flat
8292,0.34,0.34,0.0,4.9386,307.0,Yes,No,Flat
8293,13.49,14.99,10.0,4.9924,1545.0,No,No,Flat
8294,27.36,27.36,0.0,4.6686,169.0,Yes,No,Flat
8295,11.99,14.99,20.0,5.0,113.0,No,No,Flat
8296,0.2,0.2,0.0,4.9647,855.0,No,No,Flat
8297,9.99,9.99,0.0,5.0,74.0,No,No,Flat
8298,14.95,14.95,0.0,4.9531,1334.0,Yes,No,Flat
8299,50.0,50.0,0.0,4.9609,1620.0,No,No,Flat
8300,20.34,27.13,25.0,4.9587,702.0,No,No,Flat
8301,10.5,14.0,25.0,4.9758,261.0,No,No,Flat
8302,6.99,9.99,30.0,4.9219,1342.0,No,No,Flat
8303,27.36,27.36,0.0,4.6686,169.0,Yes,No,Flat
8304,27.36,27.36,0.0,4.6686,169.0,Yes,No,Flat
8305,12.0,12.0,0.0,4.9636,218.0,No,No,Flat
8306,1.0,1.0,0.0,4.9683,2141.0,No,No,Flat
8307,2.86,2.86,0.0,4.8871,145.0,No,No,Flat
8308,12.0,12.0,0.0,4.9636,218.0,No,No,Flat
8309,4.95,4.95,0.0,4.7667,1767.0,Yes,No,Flat
8310,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8311,9.0,9.0,0.0,4.9178,237.0,No,No,Flat
8312,7.82,11.17,30.0,4.8925,4588.0,No,No,Flat
8313,2.86,2.86,0.0,4.8871,145.0,No,No,Flat
8314,2.86,2.86,0.0,4.8871,145.0,No,No,Flat
8315,10.8,10.8,0.0,4.9558,2764.0,Yes,No,Flat
8316,8.0,8.0,0.0,4.9848,85.0,No,No,Flat
8317,1.95,1.95,0.0,4.7018,204.0,No,No,Flat
8318,9.04,9.04,0.0,4.9337,200.0,No,No,Flat
8319,2.86,2.86,0.0,4.8871,145.0,No,No,Flat
8320,8.5,8.5,0.0,4.9612,103.0,No,No,Flat
8321,11.83,14.78,20.0,4.9527,1151.0,No,No,Flat
8322,6.85,6.85,0.0,4.9512,1307.0,No,No,Flat
8323,10.0,10.0,0.0,4.9357,1971.0,No,No,Flat
8324,2.3,2.3,0.0,4.7018,204.0,No,No,Flat
8325,2.25,2.25,0.0,4.7018,204.0,No,No,Flat
8326,4.3,4.3,0.0,4.7018,204.0,No,No,Flat
8327,5.4,9.0,40.0,5.0,1.0,No,No,Flat
8328,6.99,6.99,0.0,5.0,7.0,Yes,No,Flat
8329,8.87,11.09,20.0,5.0,4.0,No,No,Flat
8330,5.0,5.0,0.0,4.9091,30.0,No,No,Flat
8331,7.12,9.5,25.0,4.8511,1557.0,Yes,No,Flat
8332,10.0,10.0,0.0,4.9688,1525.0,Yes,No,Flat
8333,10.0,10.0,0.0,4.9688,1525.0,Yes,No,Flat
8334,15.0,15.0,0.0,4.9813,361.0,No,No,Flat
8335,19.99,19.99,0.0,5.0,4.0,No,No,Flat
8336,5.25,7.5,30.0,4.9132,1522.0,No,No,Flat
8337,10.77,10.77,0.0,5.0,96.0,No,No,Flat
8338,3.75,3.75,0.0,4.9375,55.0,Yes,No,Flat
8339,10.0,10.0,0.0,4.9558,2764.0,Yes,No,Flat
8340,9.99,9.99,0.0,4.9279,4173.0,No,No,Flat
8341,6.5,6.5,0.0,4.9826,122.0,No,No,Flat
8342,2.5,2.5,0.0,4.9518,1945.0,Yes,No,Flat
8343,7.22,8.5,15.0,4.9727,2955.0,No,No,Flat
8344,5.74,5.74,0.0,5.0,2.0,No,No,Flat
8345,6.59,10.99,40.0,4.9664,2107.0,No,No,Flat
8346,10.0,10.0,0.0,4.9823,5814.0,No,No,Flat
8347,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8348,8.5,8.5,0.0,4.9811,1670.0,Yes,No,Flat
8349,15.99,19.99,20.0,5.0,74.0,No,No,Flat
8350,19.5,19.5,0.0,4.9619,185.0,Yes,No,Flat
8351,42.5,50.0,15.0,4.9762,72.0,No,No,Flat
8352,14.02,16.5,15.0,4.9762,72.0,No,No,Flat
8353,22.52,26.5,15.0,4.9762,72.0,No,No,Flat
8354,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8355,14.0,14.0,0.0,4.92,4428.0,Yes,No,Flat
8356,7.0,7.0,0.0,4.9535,780.0,No,No,Flat
8357,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8358,15.0,15.0,0.0,5.0,350.0,No,No,Flat
8359,6.3,7.0,10.0,4.8972,132.0,No,No,Flat
8360,6.09,7.16,15.0,4.9435,8203.0,No,No,Flat
8361,8.78,8.78,0.0,4.8585,1259.0,No,No,Flat
8362,6.3,7.0,10.0,4.8972,132.0,No,No,Flat
8363,6.3,7.0,10.0,4.8972,132.0,No,No,Flat
8364,6.5,6.5,0.0,4.9535,780.0,No,No,Flat
8365,40.05,44.5,10.0,4.954,953.0,Yes,No,Flat
8366,9.0,9.0,0.0,5.0,95.0,Yes,No,Flat
8367,57.41,57.41,0.0,4.9891,92.0,No,No,Flat
8368,1.29,1.44,10.0,4.9553,529.0,No,No,Flat
8369,11.99,19.99,40.0,4.9761,3334.0,No,No,Flat
8370,5.94,6.99,15.0,4.9245,363.0,No,No,Flat
8371,11.17,15.96,30.0,4.9706,73.0,Yes,No,Flat
8372,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8373,40.38,57.67,30.0,4.9103,1191.0,Yes,No,Flat
8374,21.53,21.53,0.0,5.0,125.0,No,No,Flat
8375,3.5,3.5,0.0,5.0,4.0,Yes,No,Flat
8376,14.99,14.99,0.0,4.949,4454.0,No,No,Flat
8377,16.99,16.99,0.0,4.8975,4474.0,No,No,Flat
8378,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8379,7.78,7.78,0.0,4.96,454.0,No,No,Flat
8380,7.05,7.05,0.0,4.9545,396.0,Yes,No,Flat
8381,8.99,8.99,0.0,4.905,1190.0,No,No,Flat
8382,0.75,0.75,0.0,4.9574,6270.0,Yes,No,Flat
8383,1.99,3.98,50.0,4.9075,777.0,No,No,Flat
8384,8.61,8.61,0.0,4.8864,218.0,No,No,Flat
8385,8.94,12.77,30.0,4.9712,5483.0,No,No,Flat
8386,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Flat
8387,7.95,7.95,0.0,5.0,352.0,No,No,Flat
8388,13.8,23.0,40.0,4.9565,942.0,No,No,Flat
8389,2.95,2.95,0.0,4.7059,241.0,No,No,Flat
8390,14.91,14.91,0.0,4.9425,449.0,No,No,Flat
8391,6.8,8.0,15.0,4.9185,5448.0,No,No,Flat
8392,9.5,9.5,0.0,4.9357,4748.0,No,No,Flat
8393,10.0,10.0,0.0,5.0,2.0,No,No,Flat
8394,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8395,6.3,7.0,10.0,4.8972,132.0,No,No,Flat
8396,14.99,14.99,0.0,4.887,3028.0,No,No,Flat
8397,6.3,7.0,10.0,4.8972,132.0,No,No,Flat
8398,5.1,6.0,15.0,4.9185,5448.0,No,No,Flat
8399,6.8,8.0,15.0,4.9185,5448.0,No,No,Flat
8400,7.47,7.47,0.0,5.0,2.0,No,No,Flat
8401,17.0,17.0,0.0,5.0,428.0,No,No,Flat
8402,16.51,16.51,0.0,4.9143,209.0,No,No,Flat
8403,10.5,10.5,0.0,4.9583,425.0,No,No,Flat
8404,15.98,15.98,0.0,4.9846,1151.0,Yes,No,Flat
8405,7.95,7.95,0.0,5.0,352.0,No,No,Flat
8406,3.65,3.65,0.0,5.0,352.0,No,No,Flat
8407,12.0,12.0,0.0,4.9178,237.0,No,No,Flat
8408,298.0,298.0,0.0,4.8085,135.0,No,No,Flat
8409,5.74,5.74,0.0,5.0,2.0,No,No,Flat
8410,1.29,1.44,10.0,4.9553,529.0,No,No,Flat
8411,12.99,12.99,0.0,4.9041,2682.0,Yes,No,Flat
8412,7.26,10.37,30.0,4.9717,2089.0,No,No,Flat
8413,2.83,2.83,0.0,4.7672,15740.0,No,No,Flat
8414,9.99,9.99,0.0,4.9895,1148.0,No,No,Flat
8415,17.0,17.0,0.0,4.9667,2302.0,Yes,No,Flat
8416,7.6,9.5,20.0,4.9502,2015.0,No,No,Flat
8417,2.99,2.99,0.0,,,No,No,Flat
8418,8.99,8.99,0.0,4.985,1887.0,No,No,Flat
8419,1.5,1.5,0.0,4.942,334.0,Yes,No,Flat
8420,9.95,9.95,0.0,4.9945,501.0,No,No,Flat
8421,6.96,9.94,30.0,4.9286,155.0,No,No,Flat
8422,15.3,17.0,10.0,4.9056,802.0,Yes,No,Flat
8423,12.17,17.39,30.0,4.9286,155.0,No,No,Flat
8424,1.0,1.0,0.0,4.881,3745.0,No,No,Flat
8425,9.5,9.5,0.0,5.0,352.0,No,No,Flat
8426,10.95,10.95,0.0,5.0,727.0,Yes,No,Flat
8427,0.64,0.64,0.0,,,No,No,Flat
8428,12.59,17.99,30.0,4.9219,1342.0,No,No,Flat
8429,6.79,9.05,25.0,4.7647,17.0,No,No,Flat
8430,5.0,5.0,0.0,5.0,17.0,Yes,No,Flat
8431,2.15,2.15,0.0,5.0,60.0,No,No,Flat
8432,12.17,17.39,30.0,4.9286,155.0,No,No,Flat
8433,11.7,13.0,10.0,4.8621,343.0,No,No,Flat
8434,0.94,0.94,0.0,5.0,34.0,Yes,No,Flat
8435,3.99,3.99,0.0,,,No,No,Flat
8436,0.94,0.94,0.0,5.0,34.0,Yes,No,Flat
8437,3.99,3.99,0.0,,,No,No,Flat
8438,3.99,3.99,0.0,,,No,No,Flat
8439,6.93,9.9,30.0,4.953,1257.0,No,No,Flat
8440,18.0,18.0,0.0,4.9747,130.0,No,No,Flat
8441,6.1,6.1,0.0,4.9008,4825.0,No,No,Flat
8442,12.8,12.8,0.0,5.0,206.0,Yes,No,Flat
8443,3.6,6.0,40.0,4.9,3625.0,No,No,Flat
8444,6.1,6.1,0.0,4.9008,4825.0,No,No,Flat
8445,4.8,8.0,40.0,4.9,3625.0,No,No,Flat
8446,3.6,6.0,40.0,4.9,3625.0,No,No,Flat
8447,0.94,0.94,0.0,5.0,34.0,Yes,No,Flat
8448,5.74,5.74,0.0,5.0,2.0,No,No,Flat
8449,11.0,11.0,0.0,4.9521,3019.0,Yes,No,Flat
8450,12.0,12.0,0.0,4.96,101.0,Yes,No,Flat
8451,3.99,3.99,0.0,,,No,No,Flat
8452,2.7,3.0,10.0,5.0,97.0,Yes,No,Flat
8453,4.02,4.02,0.0,4.7,50.0,No,No,Flat
8454,0.78,0.86,9.0,4.9737,2463.0,No,No,Flat
8455,5.53,5.53,0.0,4.9008,4825.0,No,No,Flat
8456,6.93,9.9,30.0,4.953,1257.0,No,No,Flat
8457,5.53,5.53,0.0,4.9008,4825.0,No,No,Flat
8458,22.4,22.4,0.0,4.9412,291.0,No,No,Flat
8459,14.99,14.99,0.0,5.0,12.0,Yes,No,Flat
8460,12.17,17.39,30.0,4.9286,155.0,No,No,Flat
8461,3.99,3.99,0.0,,,No,No,Flat
8462,8.78,8.78,0.0,4.8585,1259.0,No,No,Flat
8463,110.0,110.0,0.0,5.0,9.0,Yes,No,Flat
8464,2.15,2.15,0.0,5.0,87.0,No,No,Flat
8465,11.97,11.97,0.0,5.0,3.0,Yes,No,Flat
8466,2.15,2.15,0.0,5.0,87.0,No,No,Flat
8467,11.97,11.97,0.0,5.0,3.0,Yes,No,Flat
8468,11.97,11.97,0.0,5.0,3.0,Yes,No,Flat
8469,8.54,8.54,0.0,4.9556,55.0,No,No,Flat
8470,17.0,17.0,0.0,5.0,428.0,No,No,Flat
8471,11.0,11.0,0.0,5.0,121.0,Yes,No,Flat
8472,9.0,9.0,0.0,4.9157,109.0,No,No,Flat
8473,1.29,1.29,0.0,4.8633,2414.0,No,No,Flat
8474,11.97,11.97,0.0,5.0,3.0,Yes,No,Flat
8475,13.4,19.15,30.0,4.9717,2089.0,No,No,Flat
8476,4.99,4.99,0.0,5.0,192.0,No,No,Flat
8477,1.55,1.72,10.0,4.9028,2843.0,No,No,Flat
8478,15.06,15.06,0.0,4.8095,49.0,No,No,Flat
8479,11.99,11.99,0.0,4.9655,67.0,No,No,Flat
8480,7.83,11.18,30.0,4.9286,155.0,No,No,Flat
8481,3.5,3.5,0.0,5.0,108.0,No,No,Flat
8482,11.97,11.97,0.0,5.0,3.0,Yes,No,Flat
8483,11.97,11.97,0.0,5.0,3.0,Yes,No,Flat
8484,10.77,10.77,0.0,4.963,388.0,No,No,Flat
8485,16.39,16.39,0.0,4.9286,44.0,No,No,Flat
8486,11.97,11.97,0.0,5.0,3.0,Yes,No,Flat
8487,12.29,17.55,30.0,5.0,12.0,No,No,Flat
8488,9.57,9.57,0.0,5.0,12.0,No,No,Flat
8489,11.97,11.97,0.0,4.8585,1259.0,No,No,Flat
8490,18.0,18.0,0.0,5.0,53.0,Yes,No,Flat
8491,18.0,18.0,0.0,5.0,53.0,Yes,No,Flat
8492,20.0,20.0,0.0,5.0,53.0,Yes,No,Flat
8493,18.0,18.0,0.0,5.0,53.0,Yes,No,Flat
8494,15.0,15.0,0.0,5.0,53.0,Yes,No,Flat
8495,12.0,12.0,0.0,4.9243,2363.0,Yes,No,Flat
8496,4.3,8.6,50.0,4.8759,5790.0,No,No,Flat
8497,7.14,8.4,15.0,5.0,415.0,No,No,Flat
8498,20.0,20.0,0.0,4.9388,68.0,Yes,No,Flat
8499,7.14,8.4,15.0,5.0,415.0,No,No,Flat
8500,9.93,9.93,0.0,5.0,52.0,No,No,Flat
8501,9.93,9.93,0.0,5.0,52.0,No,No,Flat
8502,9.5,9.5,0.0,5.0,352.0,No,No,Flat
8503,8.95,8.95,0.0,5.0,352.0,No,No,Flat
8504,48.0,60.0,20.0,4.9565,1721.0,Yes,No,Flat
8505,11.48,11.48,0.0,5.0,46.0,Yes,No,Flat
8506,48.0,60.0,20.0,4.9565,1721.0,Yes,No,Flat
8507,6.99,9.99,30.0,4.869,378.0,No,No,Flat
8508,18.67,18.67,0.0,4.8919999999999995,601.0,Yes,No,Flat
8509,6.14,8.78,30.0,4.9717,2089.0,No,No,Flat
8510,15.0,15.0,0.0,4.9444,442.0,Yes,No,Flat
8511,12.0,12.0,0.0,4.96,45.0,No,No,Flat
8512,16.2,23.14,30.0,4.9717,2089.0,No,No,Flat
8513,10.2,12.0,15.0,4.9553,6694.0,Yes,No,Flat
8514,4.8,9.6,50.0,4.9347,973.0,No,No,Flat
8515,15.3,17.0,10.0,4.9056,802.0,Yes,No,Flat
8516,5.95,7.0,15.0,4.9123,84.0,No,No,Flat
8517,10.0,10.0,0.0,4.9823,5814.0,No,No,Flat
8518,9.69,9.69,0.0,4.9444,145.0,No,No,Flat
8519,12.0,12.0,0.0,4.9583,425.0,No,No,Flat
8520,18.0,18.0,0.0,4.9583,425.0,No,No,Flat
8521,1.0,1.0,0.0,4.9722,424.0,Yes,No,Flat
8522,10.0,10.0,0.0,5.0,466.0,No,No,Flat
8523,16.5,33.0,50.0,4.9496,148.0,No,No,Flat
